variable,label_zh,label_en,n,missing,mean,std_dev,min,max,ci95_lower,ci95_upper
P_PRM_04,出现参数漂移、超限或波动时，现场能够区分测量问题与真实工况异常。,"When parameter drift, limit violation, or oscillation occurs, the team can distinguish a measurement problem from a real operating exception.",64,0,2.8125,0.7740842003337551,2.0,4.0,2.6191395198935385,3.0058604801064615
P_PRM_05,围绕关键工艺参数采集的记录经常缺失、滞后或需要事后补填。,"Records for critical process-parameter capture are often missing, delayed, or backfilled after the event.",64,0,2.78125,0.6777354917852516,1.0,4.0,2.6119567112075375,2.9505432887924625
P_PRM_06,情景：产品指标波动并怀疑工艺参数偏移时，我能在规定时间内找到足够数据并采取正确的第一步。,"Scenario: when product performance varies and process drift is suspected, I can find sufficient data within the required time and take the correct first action.",64,0,2.734375,0.7609974135909159,1.0,4.0,2.544283501958481,2.924466498041519
P_PRM_07,围绕关键工艺参数采集的数据可与另一独立来源交叉核对，并留下偏差处理记录。,"Data for critical process-parameter capture can be cross-checked against an independent source, with discrepancies documented and resolved.",64,0,2.765625,0.7916666666666667,1.0,5.0,2.567872550479718,2.963377449520282
P_SEN_01,在最近6个月，本区域对传感器与测点覆盖的关键对象和测点有清晰清单。,"During the past six months, this area has maintained a clear inventory of critical objects and tags for sensor and tag coverage.",64,0,2.8125,0.6393200753379786,2.0,4.0,2.652802596725588,2.972197403274412
P_SEN_02,关键设备、工序、能源与质量测点清单能够按规定频率形成连续记录，并可按班次、批次或工单调取。,"Critical asset, process, utility, and quality tag inventory are recorded at the required frequency and can be retrieved by shift, batch, or work order.",64,0,2.765625,0.7504958678227667,1.0,5.0,2.578156710041935,2.953093289958065
P_SEN_03,一线人员能够用关键设备、工序、能源与质量测点清单判断真实工况，而不只依赖口头经验。,"Frontline staff can use critical asset, process, utility, and quality tag inventory to judge actual conditions rather than relying only on verbal experience.",64,0,2.75,0.7559289460184544,1.0,4.0,2.561174567488294,2.938825432511706
P_SEN_04,出现关键变量没有测点或只能人工估计时，现场能够区分测量问题与真实工况异常。,"When a critical variable has no tag and must be estimated manually occurs, the team can distinguish a measurement problem from a real operating exception.",64,0,2.75,0.6900655593423543,1.0,4.0,2.577626751971115,2.922373248028885
P_SEN_05,围绕传感器与测点覆盖的记录经常缺失、滞后或需要事后补填。,"Records for sensor and tag coverage are often missing, delayed, or backfilled after the event.",64,0,2.6875,0.8140629046323218,1.0,5.0,2.4841531366888794,2.8908468633111206
P_SEN_06,情景：试点前需要判断哪些测点必须先补齐时，我能在规定时间内找到足够数据并采取正确的第一步。,"Scenario: when the pilot team must decide which missing tags to add first, I can find sufficient data within the required time and take the correct first action.",64,0,2.765625,0.7290391044882407,1.0,4.0,2.583516450052267,2.947733549947733
P_SEN_07,围绕传感器与测点覆盖的数据可与另一独立来源交叉核对，并留下偏差处理记录。,"Data for sensor and tag coverage can be cross-checked against an independent source, with discrepancies documented and resolved.",64,0,2.796875,0.8199823362402582,1.0,5.0,2.5920495066675273,3.0017004933324727
P_CAL_01,在最近6个月，本区域对校准与计量溯源的关键对象和测点有清晰清单。,"During the past six months, this area has maintained a clear inventory of critical objects and tags for calibration and metrological traceability.",64,0,2.90625,0.75,1.0,5.0,2.7189055741386805,3.0935944258613195
P_CAL_02,量程、单位、校准日期、偏差与证书能够按规定频率形成连续记录，并可按班次、批次或工单调取。,"Range, unit, calibration date, bias, and certificate data are recorded at the required frequency and can be retrieved by shift, batch, or work order.",64,0,2.8125,0.6139903313441727,2.0,4.0,2.6591297785198997,2.9658702214801003
P_CAL_03,一线人员能够用量程、单位、校准日期、偏差与证书判断真实工况，而不只依赖口头经验。,"Frontline staff can use range, unit, calibration date, bias, and certificate data to judge actual conditions rather than relying only on verbal experience.",64,0,2.75,0.6900655593423543,2.0,4.0,2.577626751971115,2.922373248028885
P_CAL_04,出现仪表超期、量程不匹配或零点漂移时，现场能够区分测量问题与真实工况异常。,"When an instrument is overdue, incorrectly ranged, or drifting at zero occurs, the team can distinguish a measurement problem from a real operating exception.",64,0,2.734375,0.7815773123870058,1.0,5.0,2.5391427961928312,2.9296072038071688
P_CAL_05,围绕校准与计量溯源的记录经常缺失、滞后或需要事后补填。,"Records for calibration and metrological traceability are often missing, delayed, or backfilled after the event.",64,0,2.8125,0.7740842003337551,1.0,5.0,2.6191395198935385,3.0058604801064615
P_CAL_06,情景：两个仪表对同一工况给出明显不同读数时，我能在规定时间内找到足够数据并采取正确的第一步。,"Scenario: when two instruments show materially different readings for the same condition, I can find sufficient data within the required time and take the correct first action.",64,0,2.71875,0.7007648882267351,1.0,4.0,2.5437041391351873,2.8937958608648127
P_CAL_07,围绕校准与计量溯源的数据可与另一独立来源交叉核对，并留下偏差处理记录。,"Data for calibration and metrological traceability can be cross-checked against an independent source, with discrepancies documented and resolved.",64,0,2.875,0.7867957924694432,1.0,4.0,2.678464258652947,3.071535741347053
P_ACC_01,在最近6个月，本区域对现场数据准确性的关键对象和测点有清晰清单。,"During the past six months, this area has maintained a clear inventory of critical objects and tags for shop-floor data accuracy.",64,0,2.78125,0.7230611732885817,1.0,4.0,2.6006346928368513,2.9618653071631487
P_ACC_02,传感器值、人工复核值与产品结果能够按规定频率形成连续记录，并可按班次、批次或工单调取。,"Sensor values, manual checks, and product outcomes are recorded at the required frequency and can be retrieved by shift, batch, or work order.",64,0,2.75,0.6666666666666666,1.0,4.0,2.5834716214566047,2.9165283785433953
P_ACC_03,一线人员能够用传感器值、人工复核值与产品结果判断真实工况，而不只依赖口头经验。,"Frontline staff can use sensor values, manual checks, and product outcomes to judge actual conditions rather than relying only on verbal experience.",64,0,2.734375,0.7398452755448478,2.0,5.0,2.549567148835788,2.919182851164212
P_ACC_04,出现异常值、卡死值或与工况不一致时，现场能够区分测量问题与真实工况异常。,"When outliers, frozen values, or readings inconsistent with conditions occurs, the team can distinguish a measurement problem from a real operating exception.",64,0,2.71875,0.8061027151061999,1.0,5.0,2.5173915328709042,2.9201084671290958
P_ACC_05,围绕现场数据准确性的记录经常缺失、滞后或需要事后补填。,"Records for shop-floor data accuracy are often missing, delayed, or backfilled after the event.",64,0,2.65625,0.7811011763011547,1.0,4.0,2.461136731448345,2.851363268551655
P_ACC_06,情景：系统显示正常但现场明显异常时，我能在规定时间内找到足够数据并采取正确的第一步。,"Scenario: when the system appears normal while the physical process is visibly abnormal, I can find sufficient data within the required time and take the correct first action.",64,0,2.78125,0.7446901987158768,1.0,5.0,2.5952319230360295,2.9672680769639705
P_ACC_07,围绕现场数据准确性的数据可与另一独立来源交叉核对，并留下偏差处理记录。,"Data for shop-floor data accuracy can be cross-checked against an independent source, with discrepancies documented and resolved.",64,0,2.765625,0.7290391044882407,1.0,5.0,2.583516450052267,2.947733549947733
P_CMP_01,在最近6个月，本区域对数据完整性与连续性的关键对象和测点有清晰清单。,"During the past six months, this area has maintained a clear inventory of critical objects and tags for data completeness and continuity.",64,0,2.796875,0.7385031514908414,1.0,4.0,2.6124024014495646,2.9813475985504354
P_CMP_02,缺失率、断点、补录记录与停采时段能够按规定频率形成连续记录，并可按班次、批次或工单调取。,"Missingness, gaps, backfilled records, and collection outages are recorded at the required frequency and can be retrieved by shift, batch, or work order.",64,0,2.78125,0.6777354917852516,1.0,5.0,2.6119567112075375,2.9505432887924625
P_CMP_03,一线人员能够用缺失率、断点、补录记录与停采时段判断真实工况，而不只依赖口头经验。,"Frontline staff can use missingness, gaps, backfilled records, and collection outages to judge actual conditions rather than relying only on verbal experience.",64,0,2.640625,0.6984606089266754,1.0,4.0,2.4661547309785123,2.8150952690214877
P_CMP_04,出现班次、批次或关键阶段数据缺失时，现场能够区分测量问题与真实工况异常。,"When shift, batch, or critical-stage data are missing occurs, the team can distinguish a measurement problem from a real operating exception.",64,0,2.71875,0.7446901987158768,1.0,4.0,2.5327319230360295,2.9047680769639705
P_CMP_05,围绕数据完整性与连续性的记录经常缺失、滞后或需要事后补填。,"Records for data completeness and continuity are often missing, delayed, or backfilled after the event.",64,0,2.71875,0.863156812253534,1.0,5.0,2.5031398434401,2.9343601565599
P_CMP_06,情景：复盘事故时发现关键时间段没有数据时，我能在规定时间内找到足够数据并采取正确的第一步。,"Scenario: when a review finds no data for the critical incident window, I can find sufficient data within the required time and take the correct first action.",64,0,2.71875,0.6777354917852516,1.0,4.0,2.5494567112075375,2.8880432887924625
P_CMP_07,围绕数据完整性与连续性的数据可与另一独立来源交叉核对，并留下偏差处理记录。,"Data for data completeness and continuity can be cross-checked against an independent source, with discrepancies documented and resolved.",64,0,2.71875,0.7007648882267351,1.0,4.0,2.5437041391351873,2.8937958608648127
P_TIM_01,在最近6个月，本区域对采样频率与时间同步的关键对象和测点有清晰清单。,"During the past six months, this area has maintained a clear inventory of critical objects and tags for sampling frequency and time synchronisation.",64,0,2.71875,0.7861650943380504,2.0,5.0,2.522371802358704,2.915128197641296
P_TIM_02,采样周期、时间戳、设备时钟与事件顺序能够按规定频率形成连续记录，并可按班次、批次或工单调取。,"Sampling intervals, timestamps, device clocks, and event sequence are recorded at the required frequency and can be retrieved by shift, batch, or work order.",64,0,2.71875,0.7007648882267351,1.0,4.0,2.5437041391351873,2.8937958608648127
P_TIM_03,一线人员能够用采样周期、时间戳、设备时钟与事件顺序判断真实工况，而不只依赖口头经验。,"Frontline staff can use sampling intervals, timestamps, device clocks, and event sequence to judge actual conditions rather than relying only on verbal experience.",64,0,2.703125,0.7700687971739618,1.0,4.0,2.5107675377596363,2.8954824622403637
P_TIM_04,出现采样过慢、时间错位或事件顺序不清时，现场能够区分测量问题与真实工况异常。,"When sampling is too slow, clocks are misaligned, or event order is unclear occurs, the team can distinguish a measurement problem from a real operating exception.",64,0,2.828125,0.827209643107957,1.0,5.0,2.6214941791266573,3.0347558208733427
P_TIM_05,围绕采样频率与时间同步的记录经常缺失、滞后或需要事后补填。,"Records for sampling frequency and time synchronisation are often missing, delayed, or backfilled after the event.",64,0,2.828125,0.8077931430166772,1.0,5.0,2.62634427654244,3.02990572345756
P_TIM_06,情景：需要比较报警前后数秒内多个设备的变化时，我能在规定时间内找到足够数据并采取正确的第一步。,"Scenario: when multiple assets must be compared within seconds around an alarm, I can find sufficient data within the required time and take the correct first action.",64,0,2.65625,0.7393422645344875,1.0,4.0,2.471567797247705,2.840932202752295
P_TIM_07,围绕采样频率与时间同步的数据可与另一独立来源交叉核对，并留下偏差处理记录。,"Data for sampling frequency and time synchronisation can be cross-checked against an independent source, with discrepancies documented and resolved.",64,0,2.84375,0.7393422645344875,1.0,4.0,2.659067797247705,3.028432202752295
P_ENE_01,在最近6个月，本区域对能源、环境与安全感知的关键对象和测点有清晰清单。,"During the past six months, this area has maintained a clear inventory of critical objects and tags for utility, environmental, and safety sensing.",64,0,2.8125,0.7943251103624894,1.0,5.0,2.614083491002547,3.010916508997453
P_ENE_02,电、蒸汽、水、气、排放、温湿度与安全测点能够按规定频率形成连续记录，并可按班次、批次或工单调取。,"Electricity, steam, water, gas, emissions, ambient, and safety tags are recorded at the required frequency and can be retrieved by shift, batch, or work order.",64,0,2.65625,0.7393422645344875,1.0,4.0,2.471567797247705,2.840932202752295
P_ENE_03,一线人员能够用电、蒸汽、水、气、排放、温湿度与安全测点判断真实工况，而不只依赖口头经验。,"Frontline staff can use electricity, steam, water, gas, emissions, ambient, and safety tags to judge actual conditions rather than relying only on verbal experience.",64,0,2.8125,0.7740842003337551,1.0,4.0,2.6191395198935385,3.0058604801064615
P_ENE_04,出现分项计量不足、泄漏或安全测点失真时，现场能够区分测量问题与真实工况异常。,"When sub-metering is absent, leakage occurs, or a safety tag is unreliable occurs, the team can distinguish a measurement problem from a real operating exception.",64,0,2.765625,0.7504958678227667,1.0,4.0,2.578156710041935,2.953093289958065
P_ENE_05,围绕能源、环境与安全感知的记录经常缺失、滞后或需要事后补填。,"Records for utility, environmental, and safety sensing are often missing, delayed, or backfilled after the event.",64,0,2.75,0.7346308866924529,1.0,5.0,2.5664946644168136,2.9335053355831864
P_ENE_06,情景：单位能耗突然升高或现场出现泄漏迹象时，我能在规定时间内找到足够数据并采取正确的第一步。,"Scenario: when unit energy use rises suddenly or leakage is suspected, I can find sufficient data within the required time and take the correct first action.",64,0,2.859375,0.7317556080012437,1.0,5.0,2.676587887664275,3.042162112335725
P_ENE_07,围绕能源、环境与安全感知的数据可与另一独立来源交叉核对，并留下偏差处理记录。,"Data for utility, environmental, and safety sensing can be cross-checked against an independent source, with discrepancies documented and resolved.",64,0,2.90625,0.7064049380546094,1.0,5.0,2.7297952966060777,3.0827047033939223
P_QLT_01,在最近6个月，本区域对质量与缺陷数据采集的关键对象和测点有清晰清单。,"During the past six months, this area has maintained a clear inventory of critical objects and tags for quality and defect-data capture.",64,0,2.71875,0.8061027151061999,1.0,5.0,2.5173915328709042,2.9201084671290958
P_QLT_02,检验结果、缺陷类型、位置、批次与返工记录能够按规定频率形成连续记录，并可按班次、批次或工单调取。,"Inspection results, defect type, location, batch, and rework records are recorded at the required frequency and can be retrieved by shift, batch, or work order.",64,0,2.875,0.7453559924999299,1.0,4.0,2.6888156126970757,3.0611843873029243
P_QLT_03,一线人员能够用检验结果、缺陷类型、位置、批次与返工记录判断真实工况，而不只依赖口头经验。,"Frontline staff can use inspection results, defect type, location, batch, and rework records to judge actual conditions rather than relying only on verbal experience.",64,0,2.875,0.7663560447348134,1.0,5.0,2.6835699557250727,3.0664300442749273
P_QLT_04,出现缺陷描述不统一、记录滞后或样本不足时，现场能够区分测量问题与真实工况异常。,"When defect descriptions are inconsistent, delayed, or undersampled occurs, the team can distinguish a measurement problem from a real operating exception.",64,0,2.796875,0.7166874304854753,1.0,5.0,2.6178518064182326,2.9758981935817674
P_QLT_05,围绕质量与缺陷数据采集的记录经常缺失、滞后或需要事后补填。,"Records for quality and defect-data capture are often missing, delayed, or backfilled after the event.",64,0,2.828125,0.7465197027987048,1.0,5.0,2.6416499265133515,3.0146000734866485
P_QLT_06,情景：同类缺陷在不同班组使用不同名称记录时，我能在规定时间内找到足够数据并采取正确的第一步。,"Scenario: when different shifts record the same defect under different names, I can find sufficient data within the required time and take the correct first action.",64,0,2.84375,0.6477984695434662,2.0,4.0,2.6819347568660503,3.0055652431339497
P_QLT_07,围绕质量与缺陷数据采集的数据可与另一独立来源交叉核对，并留下偏差处理记录。,"Data for quality and defect-data capture can be cross-checked against an independent source, with discrepancies documented and resolved.",64,0,2.75,0.7346308866924529,1.0,5.0,2.5664946644168136,2.9335053355831864
P_ACS_01,在最近6个月，本区域对源头数据可获得性的关键对象和测点有清晰清单。,"During the past six months, this area has maintained a clear inventory of critical objects and tags for source-data availability.",64,0,2.671875,0.7979077302744635,1.0,5.0,2.4725635791752296,2.8711864208247704
P_ACS_02,现场终端、趋势、历史记录与原始数据导出能够按规定频率形成连续记录，并可按班次、批次或工单调取。,"Shop-floor terminals, trends, histories, and raw-data export are recorded at the required frequency and can be retrieved by shift, batch, or work order.",64,0,2.859375,0.6870037891811124,1.0,4.0,2.6877665594017515,3.0309834405982485
P_ACS_03,一线人员能够用现场终端、趋势、历史记录与原始数据导出判断真实工况，而不只依赖口头经验。,"Frontline staff can use shop-floor terminals, trends, histories, and raw-data export to judge actual conditions rather than relying only on verbal experience.",64,0,2.78125,0.7861650943380504,1.0,4.0,2.584871802358704,2.977628197641296
P_ACS_04,出现数据只能由少数人查询或需要反复申请时，现场能够区分测量问题与真实工况异常。,"When only a few people can retrieve data or repeated requests are required occurs, the team can distinguish a measurement problem from a real operating exception.",64,0,2.859375,0.7317556080012437,1.0,4.0,2.676587887664275,3.042162112335725
P_ACS_05,围绕源头数据可获得性的记录经常缺失、滞后或需要事后补填。,"Records for source-data availability are often missing, delayed, or backfilled after the event.",64,0,2.8125,0.6393200753379786,2.0,4.0,2.652802596725588,2.972197403274412
P_ACS_06,情景：夜班需要立即查看历史趋势但支持人员不在场时，我能在规定时间内找到足够数据并采取正确的第一步。,"Scenario: when night shift urgently needs historical trends while support staff are absent, I can find sufficient data within the required time and take the correct first action.",64,0,2.6875,0.7943251103624894,1.0,4.0,2.489083491002547,2.885916508997453
C_NET_01,支撑工业网络覆盖的链路在正常生产和高负荷时均保持可用。,Connections supporting industrial network coverage remain available during normal production and peak load.,64,0,2.71875,0.7657085109945715,1.0,4.0,2.527481704840795,2.910018295159205
C_NET_02,团队能查看有线、工业无线与移动终端覆盖记录，并知道链路健康状态和责任人。,"The team can review wired, industrial wireless, and mobile-terminal coverage records and knows the connection health status and owner.",64,0,2.875,0.6546536707079771,2.0,5.0,2.7114723785642783,3.0385276214357217
C_NET_03,出现盲区、弱信号或移动作业中断时，有明确的告警、临时措施、升级路径和恢复验证。,"When dead zones, weak signals, or mobile-work interruption occurs, alerts, temporary controls, escalation, and recovery verification are defined.",64,0,2.734375,0.6724083108557899,1.0,4.0,2.566412401411123,2.902337598588877
C_NET_04,工业网络覆盖出现问题后，通常要等用户投诉或生产受影响才被发现。,Problems with industrial network coverage are usually detected only after user complaints or production impact.,64,0,2.875,0.7014723744122017,2.0,4.0,2.699777414344226,3.050222585655774
C_NET_05,情景：人员移动到边远工位后无法稳定查看数据时，关键数据仍能安全传输、缓存或在恢复后补齐。,"Scenario: when data becomes unavailable at a remote workstation, critical data remain securely transmitted, buffered, or backfilled after recovery.",64,0,2.703125,0.6826579124252684,1.0,4.0,2.5326021271160015,2.8736478728839985
C_REL_01,支撑数据传输可靠性的链路在正常生产和高负荷时均保持可用。,Connections supporting data-transmission reliability remain available during normal production and peak load.,64,0,2.765625,0.6360140634364062,1.0,4.0,2.606753413927709,2.924496586072291
C_REL_02,团队能查看链路可用率、断线日志与重连记录，并知道链路健康状态和责任人。,"The team can review link availability, disconnection logs, and reconnection records and knows the connection health status and owner.",64,0,2.8125,0.6871842709362768,1.0,4.0,2.640846476400685,2.984153523599315
C_REL_03,出现频繁断线、重连失败或数据重复时，有明确的告警、临时措施、升级路径和恢复验证。,"When frequent disconnections, failed reconnects, or duplicate data occurs, alerts, temporary controls, escalation, and recovery verification are defined.",64,0,2.765625,0.6841096055318565,2.0,5.0,2.5947395049672273,2.9365104950327727
C_REL_04,数据传输可靠性出现问题后，通常要等用户投诉或生产受影响才被发现。,Problems with data-transmission reliability are usually detected only after user complaints or production impact.,64,0,2.8125,0.6393200753379786,2.0,4.0,2.652802596725588,2.972197403274412
C_REL_05,情景：采集链路间歇中断但设备仍在生产时，关键数据仍能安全传输、缓存或在恢复后补齐。,"Scenario: when collection intermittently fails while the asset keeps running, critical data remain securely transmitted, buffered, or backfilled after recovery.",64,0,2.796875,0.694186460016213,1.0,4.0,2.623472381610081,2.970277618389919
C_LAT_01,支撑数据时延与实时性的链路在正常生产和高负荷时均保持可用。,Connections supporting data latency and timeliness remain available during normal production and peak load.,64,0,2.796875,0.6709313001521165,2.0,4.0,2.6292813477074843,2.9644686522925157
C_LAT_02,团队能查看端到端延迟、刷新周期与报警到达时间，并知道链路健康状态和责任人。,"The team can review end-to-end latency, refresh interval, and alarm arrival time and knows the connection health status and owner.",64,0,2.8125,0.7319250547113999,1.0,4.0,2.629670561135437,2.995329438864563
C_LAT_03,出现显示滞后导致判断落后于现场时，有明确的告警、临时措施、升级路径和恢复验证。,"When display lag causes decisions to trail actual conditions occurs, alerts, temporary controls, escalation, and recovery verification are defined.",64,0,2.765625,0.6841096055318565,1.0,4.0,2.5947395049672273,2.9365104950327727
C_LAT_04,数据时延与实时性出现问题后，通常要等用户投诉或生产受影响才被发现。,Problems with data latency and timeliness are usually detected only after user complaints or production impact.,64,0,2.8125,0.6871842709362768,1.0,4.0,2.640846476400685,2.984153523599315
C_LAT_05,情景：快速工艺变化发生后看板数分钟才更新时，关键数据仍能安全传输、缓存或在恢复后补齐。,"Scenario: when a dashboard updates minutes after a rapid process change, critical data remain securely transmitted, buffered, or backfilled after recovery.",64,0,2.734375,0.6724083108557899,1.0,4.0,2.566412401411123,2.902337598588877
C_LOS_01,支撑数据丢失与重传的链路在正常生产和高负荷时均保持可用。,Connections supporting data loss and retransmission remain available during normal production and peak load.,64,0,2.625,0.7014723744122017,1.0,4.0,2.449777414344226,2.800222585655774
C_LOS_02,团队能查看丢包率、补传状态与序列完整性，并知道链路健康状态和责任人。,"The team can review packet loss, backfill status, and sequence completeness and knows the connection health status and owner.",64,0,2.890625,0.6453050835020989,1.0,4.0,2.729432586167878,3.051817413832122
C_LOS_03,出现短时数据段永久丢失或顺序错乱时，有明确的告警、临时措施、升级路径和恢复验证。,"When short data segments are permanently lost or reordered occurs, alerts, temporary controls, escalation, and recovery verification are defined.",64,0,2.78125,0.6033964713082945,2.0,4.0,2.6305260460213353,2.9319739539786647
C_LOS_04,数据丢失与重传出现问题后，通常要等用户投诉或生产受影响才被发现。,Problems with data loss and retransmission are usually detected only after user complaints or production impact.,64,0,2.75,0.6900655593423543,1.0,4.0,2.577626751971115,2.922373248028885
C_LOS_05,情景：网络恢复后需要确认停线期间数据是否补齐时，关键数据仍能安全传输、缓存或在恢复后补齐。,"Scenario: when the team must verify whether outage data were backfilled, critical data remain securely transmitted, buffered, or backfilled after recovery.",64,0,2.796875,0.6218172931269651,1.0,4.0,2.641549661637985,2.952200338362015
C_PRT_01,支撑协议兼容与网关的链路在正常生产和高负荷时均保持可用。,Connections supporting protocol compatibility and gateways remain available during normal production and peak load.,64,0,2.953125,0.6529466178136507,2.0,4.0,2.7900237876901484,3.1162262123098516
C_PRT_02,团队能查看PLC/DCS/仪表协议、点表与网关映射，并知道链路健康状态和责任人。,"The team can review PLC/DCS/instrument protocols, tag lists, and gateway mappings and knows the connection health status and owner.",64,0,2.8125,0.6393200753379786,2.0,4.0,2.652802596725588,2.972197403274412
C_PRT_03,出现协议不兼容、点位映射错误或厂商锁定时，有明确的告警、临时措施、升级路径和恢复验证。,"When protocol incompatibility, mapping errors, or vendor lock-in occurs, alerts, temporary controls, escalation, and recovery verification are defined.",64,0,2.75,0.642416074439621,2.0,4.0,2.5895292391600355,2.9104707608399645
C_PRT_04,协议兼容与网关出现问题后，通常要等用户投诉或生产受影响才被发现。,Problems with protocol compatibility and gateways are usually detected only after user complaints or production impact.,64,0,2.671875,0.691322346884279,1.0,4.0,2.4991878157838197,2.8445621842161803
C_PRT_05,情景：新增旧设备需要以低成本接入现有平台时，关键数据仍能安全传输、缓存或在恢复后补齐。,"Scenario: when a legacy asset must connect to the platform at low cost, critical data remain securely transmitted, buffered, or backfilled after recovery.",64,0,2.765625,0.771356000407775,1.0,5.0,2.5729460039585623,2.9583039960414377
C_EDG_01,支撑边缘采集与计算的链路在正常生产和高负荷时均保持可用。,Connections supporting edge collection and computing remain available during normal production and peak load.,64,0,2.796875,0.6218172931269651,1.0,4.0,2.641549661637985,2.952200338362015
C_EDG_02,团队能查看边缘缓存、清洗、规则与本地计算日志，并知道链路健康状态和责任人。,"The team can review edge buffering, cleansing, rules, and local-compute logs and knows the connection health status and owner.",64,0,2.78125,0.6777354917852516,1.0,4.0,2.6119567112075375,2.9505432887924625
C_EDG_03,出现云端/中心不可用时现场功能全部中断时，有明确的告警、临时措施、升级路径和恢复验证。,"When all local functions stop when cloud or central services fail occurs, alerts, temporary controls, escalation, and recovery verification are defined.",64,0,2.921875,0.5719553623386501,2.0,4.0,2.779004801365817,3.064745198634183
C_EDG_04,边缘采集与计算出现问题后，通常要等用户投诉或生产受影响才被发现。,Problems with edge collection and computing are usually detected only after user complaints or production impact.,64,0,2.828125,0.7674879141802159,1.0,4.0,2.6364122231498746,3.0198377768501254
C_EDG_05,情景：中心网络中断但关键报警仍需在本地运行时，关键数据仍能安全传输、缓存或在恢复后补齐。,"Scenario: when central connectivity fails while critical local alarms must continue, critical data remain securely transmitted, buffered, or backfilled after recovery.",64,0,2.8125,0.6871842709362768,1.0,4.0,2.640846476400685,2.984153523599315
C_IAM_01,支撑岗位访问与权限的链路在正常生产和高负荷时均保持可用。,Connections supporting role-based access and permissions remain available during normal production and peak load.,64,0,2.765625,0.6841096055318565,1.0,4.0,2.5947395049672273,2.9365104950327727
C_IAM_02,团队能查看账号、角色、最小权限与访问审计，并知道链路健康状态和责任人。,"The team can review accounts, roles, least privilege, and access audits and knows the connection health status and owner.",64,0,2.78125,0.7007648882267351,1.0,4.0,2.6062041391351873,2.9562958608648127
C_IAM_03,出现该看的人看不到、不该看的人权限过大时，有明确的告警、临时措施、升级路径和恢复验证。,"When authorised users lack access while others have excessive rights occurs, alerts, temporary controls, escalation, and recovery verification are defined.",64,0,2.953125,0.7222031438261544,1.0,4.0,2.772724022219532,3.133525977780468
C_IAM_04,岗位访问与权限出现问题后，通常要等用户投诉或生产受影响才被发现。,Problems with role-based access and permissions are usually detected only after user complaints or production impact.,64,0,2.671875,0.691322346884279,1.0,4.0,2.4991878157838197,2.8445621842161803
